id,time,speed,bearing,lat,lon,order
1,1575968935000,0.0,258.0,55.77050861495082,37.84673770763359,0
2,1575969296000,0.0,353.0,55.72025081123674,37.7112824262982,0
3,1575969106000,0.0,237.0,55.82072311686567,37.717012927845474,0
4,1575968919000,5.0,202.0,55.855166833562116,37.35496081511326,1
5,1575968730000,0.0,119.0,55.80823543003196,37.66810633272762,0
6,1575969062000,0.0,276.0,55.74662888565185,37.79969513373838,0
7,1575968957000,0.0,314.0,55.720987306634775,37.71143910354421,0
8,1575969264000,0.0,71.0,55.80407986176202,37.80916866186195,0
9,1575969175000,0.0,54.0,55.65359851024559,37.44040650036324,0
10,1575969082000,0.0,328.0,55.825958795175175,37.58589987291044,0
11,1575968683000,0.0,23.0,55.42535916889316,37.76851405431354,1
12,1575969129000,0.0,199.0,55.759500767223884,37.77631211991662,0
13,1575969084000,0.0,144.0,55.6193419809227,37.60863412057332,0
14,1575969348000,19.0,64.0,55.722305283401,37.74845504014786,0
15,1575969050000,0.0,172.0,55.62045370148564,37.75465853249122,0
16,1575969266000,0.0,261.0,55.7953393071581,37.65287180555167,0
17,1575969197000,0.0,261.0,55.86706407374436,37.4640450910352,1
18,1575968770000,0.0,103.0,55.64371816738851,37.32832661794018,1
19,1575968394000,0.0,352.0,55.66114071140104,37.70541788441267,0
20,1553955984000,16.0,180.0,55.86059998265715,37.587099990848714,1
21,1575969028000,0.0,65.0,55.73982809834632,37.8393001456649,0
22,1575968516000,0.0,360.0,55.8204296566242,37.83317075713588,0
23,1575968513000,0.0,218.0,55.707179755085534,37.482997603309684,0
24,1575968743000,0.0,3.0,55.73525674576947,37.540966556186085,1
25,1575968763000,0.0,29.0,55.75878661684605,37.68506756888762,0
26,1575968943000,0.0,55.0,55.70485142075267,37.88582827729472,0
27,1575968940000,0.0,258.0,55.773108614950814,37.84933770763358,0
28,1575968754000,0.0,320.0,55.72403716485715,37.749931315466746,0
29,1575968529000,0.0,15.0,55.798519954773134,37.653969634047115,0
30,1575968963000,0.0,240.0,55.81394360347161,37.69665309683924,0
31,1575968923000,5.0,202.0,55.85786683356212,37.35766081511326,1
32,1575969441000,0.0,100.0,55.663470679663,37.21094457259284,1
33,1575968894000,0.0,237.0,55.85724285057065,37.448696421813736,0
34,1575968887000,0.0,328.0,55.74242892780933,37.85135760592631,0
35,1575969567000,0.0,349.0,55.79862022570593,37.65543175469803,0
36,1575969034000,0.0,17.0,55.770083306830394,37.676920737125656,0
37,1575968810000,0.0,10.0,55.798236572833204,37.65521974224754,0
38,1575968849000,0.0,337.0,55.74890572379108,37.77024896198214,0
39,1575969057000,0.0,148.0,55.65715544580195,37.44459668870436,0
40,1575969418000,0.0,147.0,55.72334507594428,37.75297382542234,0
41,1575968892000,0.0,331.0,55.89158548782605,37.02117836171079,1
42,1575969067000,0.0,276.0,55.75022888565185,37.80329513373838,0
43,1575969089000,0.0,144.0,55.6223419809227,37.61163412057332,0
44,1575969299000,0.0,150.0,55.657716487011804,37.44514245389568,0
45,1575969133000,0.0,199.0,55.76280076722389,37.77961211991662,0
46,1575968644000,0.0,189.0,55.79764503411824,37.75652257895878,0
47,1575968962000,0.0,314.0,55.72498730663477,37.715439103544206,0
48,1575969352000,19.0,64.0,55.725705283401005,37.751855040147866,0
49,1575969086000,0.0,328.0,55.82985879517518,37.58979987291044,0
50,1575969300000,0.0,353.0,55.72505081123674,37.7160824262982,0
51,1575968947000,0.0,55.0,55.707351420752666,37.88832827729472,0
52,1575968748000,0.0,3.0,55.73805674576947,37.543766556186085,1
53,1575968522000,0.0,360.0,55.823529656624196,37.83627075713588,0
54,1575969244000,0.0,10.0,55.75185994597731,37.67243414210748,0
55,1575968944000,0.0,258.0,55.775908614950815,37.85213770763358,0
56,1575969110000,0.0,237.0,55.82602311686567,37.72231292784547,0
57,1575969202000,0.0,261.0,55.87106407374436,37.4680450910352,1
58,1575968927000,5.0,202.0,55.86056683356212,37.36036081511326,1
59,1575969269000,0.0,71.0,55.80917986176202,37.81426866186195,0
60,1575968844000,0.0,74.0,55.725276428157294,37.75515311433122,0
61,1575969033000,0.0,65.0,55.74382809834633,37.843300145664905,0
